区分,品名,メーカー名
内用薬,レボセチリジン塩酸塩シロップ０．０５％「トーワ」,東和薬品
内用薬,レボセチリジン塩酸塩シロップ０．０５％「ニプロ」,東亜薬品
内用薬,レボセチリジン塩酸塩ＤＳ０．５％「ＴＣＫ」,辰巳化学
内用薬,レボセチリジン塩酸塩ドライシロップ０．５％「ＹＤ」,陽進堂
内用薬,レボセチリジン塩酸塩ＤＳ０．５％「杏林」,キョーリンリメディオ
内用薬,レボセチリジン塩酸塩ＤＳ０．５％「タカタ」,高田製薬
内用薬,レボセチリジン塩酸塩ドライシロップ０．５％「日本臓器」,日本臓器製薬
内用薬,アシテアダニ舌下錠１００単位（ＩＲ）,塩野義製薬
内用薬,アシテアダニ舌下錠３００単位（ＩＲ）,塩野義製薬
内用薬,ミティキュアダニ舌下錠３，３００ＪＡＵ,鳥居薬品
内用薬,ミティキュアダニ舌下錠１０，０００ＪＡＵ,鳥居薬品
内用薬,デザレックス錠５ｍｇ,オルガノン
内用薬,ビラノア錠２０ｍｇ,大鵬薬品工業
内用薬,ビラノアＯＤ錠２０ｍｇ,大鵬薬品工業
内用薬,ルパフィン錠１０ｍｇ,帝國製薬
内用薬,シダキュアスギ花粉舌下錠２，０００ＪＡＵ,鳥居薬品
内用薬,シダキュアスギ花粉舌下錠５，０００ＪＡＵ,鳥居薬品
内用薬,オラデオカプセル１５０ｍｇ,オーファンパシフィック
内用薬,サイバインコ錠５０ｍｇ,ファイザー
内用薬,サイバインコ錠１００ｍｇ,ファイザー
内用薬,サイバインコ錠２００ｍｇ,ファイザー
内用薬,ディレグラ配合錠,ＬＴＬファーマ
内用薬,プソフェキ配合錠「サワイ」,沢井製薬
内用薬,プソフェキ配合錠「ＳＡＮＩＫ」,日医工
内用薬,アキョウ,
内用薬,アセンヤク末,
内用薬,アマチャ末,
内用薬,アマチャ,
内用薬,アロエ末,
内用薬,アンソッコウ,
内用薬,イレイセン,
内用薬,ウチダのイレイセンＭ,ウチダ和漢薬
内用薬,トチモトのイレイセン,栃本天海堂
内用薬,インチンコウ,
内用薬,ウチダのインチンコウＭ,ウチダ和漢薬
内用薬,トチモトのインチンコウ,栃本天海堂
内用薬,ウイキョウ,
内用薬,ウコン,
内用薬,ウズ,
内用薬,ウチダの烏頭,ウチダ和漢薬
内用薬,ウバイ,
内用薬,ウヤク,
内用薬,トチモトのウヤク,栃本天海堂
内用薬,ウワウルシ,
内用薬,エイジツ末,
内用薬,エイジツ,
内用薬,エンゴサク,
内用薬,エンメイソウ,
内用薬,オウギ,
内用薬,ウチダのオウギＭ,ウチダ和漢薬
内用薬,花扇オウギＫ,小西製薬
内用薬,オウギダイコーＭ,大晃生薬
内用薬,ツムラの生薬オウギ,ツムラ
内用薬,トチモトのオウギ,栃本天海堂
内用薬,オウギ末,
内用薬,オウゴン末,
内用薬,オウゴン,
内用薬,オウバク末,
内用薬,オウバク,
内用薬,オウヒ,
内用薬,オウレン末,
内用薬,オウレン,
内用薬,オンジ末,
内用薬,オンジ,
内用薬,カイカ,
内用薬,ガイヨウ,
内用薬,カゴソウ,
内用薬,カシ,
内用薬,カシュウ,
内用薬,ガジュツ,
内用薬,ウチダのガジュツＭ,ウチダ和漢薬
内用薬,トチモトのガジュツ,栃本天海堂
内用薬,高砂ガジュツＭ,高砂薬業
内用薬,ガジュツ末,
内用薬,カッコウ,
内用薬,カッコン,
内用薬,カッセキ,
内用薬,カノコソウ末,
内用薬,カノコソウ,
内用薬,カマラ,
内用薬,カロコン,
内用薬,カロニン,
内用薬,カンキョウ,
内用薬,カンゾウ末,
内用薬,カンゾウ,
内用薬,カンタリス,
内用薬,カンテン末,
内用薬,キキョウ末,
内用薬,キキョウ,
内用薬,キクカ,
内用薬,キササゲ,
内用薬,キジツ,
内用薬,ウチダのキジツＭ,ウチダ和漢薬
内用薬,花扇キジツＫ,小西製薬
内用薬,ツムラの生薬キジツ,ツムラ
内用薬,トチモトのキジツ,栃本天海堂
内用薬,キッピ,
内用薬,ウチダのキッピＭ,ウチダ和漢薬
内用薬,トチモトのキッピ,栃本天海堂
内用薬,キナ末,
内用薬,キナ,
内用薬,キョウカツ,
内用薬,キョウニン,
内用薬,キンギンカ,
内用薬,グアヤク脂,
内用薬,クコシ,
内用薬,クコヨウ,
内用薬,クジン末,
内用薬,クジン,
内用薬,ケイガイ,
内用薬,ケイヒ末,
内用薬,ケイヒ,
内用薬,ケツメイシ,
内用薬,ケンゴシ,
内用薬,ゲンジン,
内用薬,ゲンチアナ末,
内用薬,ゲンチアナ末「ケンエー」,健栄製薬
内用薬,ゲンチアナ末Ｎ,日本粉末薬品
内用薬,ゲンチアナ末「ＪＧ」,日本ジェネリック
内用薬,ゲンチアナ,
内用薬,ゲンノショウコ末,
内用薬,ゲンノショウコ,
内用薬,コウカ,
内用薬,コウジン,
内用薬,ウチダのコウジンＭ,ウチダ和漢薬
内用薬,テイコク紅参（調剤用）,帝國漢方製薬
内用薬,トチモトのコウジン,栃本天海堂
内用薬,ウチダのコウジン末Ｍ,ウチダ和漢薬
内用薬,花扇コウジン末,小西製薬
内用薬,コウジン末鈴,鈴粉末薬品
内用薬,正官庄コウジン末,大木製薬
内用薬,高砂コウジン末Ｍ,高砂薬業
内用薬,ツムラの生薬コウジン末（調剤用）,ツムラ
内用薬,トチモトのコウジン末ＡＭ,栃本天海堂
内用薬,日粉コウジン末Ｎ,日本粉末薬品
内用薬,ホンゾウコウジン末,本草製薬
内用薬,薬師印のコウジン末,薬師製薬
内用薬,テイコク紅参末,帝國漢方製薬
内用薬,コウブシ末,
内用薬,コウブシ,
内用薬,コウベイ,
内用薬,コウボク末,
内用薬,ウチダのコウボク末Ｍ,ウチダ和漢薬
内用薬,高砂コウボク末Ｍ,高砂薬業
内用薬,コウボク,
内用薬,コウホン,
内用薬,ウチダのコウホンＭ,ウチダ和漢薬
内用薬,ゴシツ,
内用薬,ゴシュユ,
内用薬,ゴボウシ,
内用薬,ゴミシ,
内用薬,コロンボ末,
内用薬,コロンボ,
内用薬,コンズランゴ,
内用薬,サイコ,
内用薬,サイシン,
内用薬,ザクロヒ,
内用薬,サフラン,
内用薬,ウチダのサフランＭ,ウチダ和漢薬
内用薬,花扇サフランＫ,小西製薬
内用薬,サフラン鈴,鈴粉末薬品
内用薬,サフランダイコーＭ,大晃生薬
内用薬,トチモトのサフラン,栃本天海堂
内用薬,サンキライ末,
内用薬,サンキライ,
内用薬,サンザシ,
内用薬,サンシシ末,
内用薬,サンシシ,
内用薬,サンシュユ,
内用薬,花扇サンシュユＫ,小西製薬
内用薬,ツムラの生薬サンシュユ,ツムラ
内用薬,トチモトのサンシュユ,栃本天海堂
内用薬,サンショウ末,
内用薬,サンショウ,
内用薬,サンズコン,
内用薬,サンソウニン,
内用薬,サンヤク,
内用薬,ウチダのサンヤクＭ,ウチダ和漢薬
内用薬,小島山薬Ｍ,小島漢方
内用薬,ツムラの生薬サンヤク,ツムラ
内用薬,トチモトのサンヤク,栃本天海堂
内用薬,ジオウ,
内用薬,シオン,
内用薬,ジコッピ,
内用薬,シコン,
内用薬,シソシ,
内用薬,シツリシ,
内用薬,トチモトのシツリシ,栃本天海堂
内用薬,シテイ,
内用薬,シャクヤク末,
内用薬,シャクヤク,
内用薬,ジャショウシ,
内用薬,シャジン,
内用薬,シャゼンシ,
内用薬,シャゼンソウ,
内用薬,マツウラの修治附子（調剤用）,松浦薬業
内用薬,ウチダの修治ブシＭ,ウチダ和漢薬
内用薬,ジュウヤク,
内用薬,シュクシャ末,
内用薬,シュクシャ,
内用薬,ウチダのシュクシャＭ,ウチダ和漢薬
内用薬,トチモトのシュクシャ,栃本天海堂
内用薬,ショウキョウ末,
内用薬,ショウキョウ,
内用薬,ショウズク,
内用薬,ショウズク末,
内用薬,ショウバク,
内用薬,ショウマ,
内用薬,シンイ,
内用薬,ウチダのシンイＭ,ウチダ和漢薬
内用薬,トチモトのシンイ,栃本天海堂
内用薬,ツムラの生薬シンイ,ツムラ
内用薬,高砂シンイＭ,高砂薬業
内用薬,セキショウシ,
内用薬,セッコウ,
内用薬,セネガ末,
内用薬,セネガ,
内用薬,センキュウ末,
内用薬,センキュウ,
内用薬,ゼンコ,
内用薬,センコツ,
内用薬,センタイ,
内用薬,センナ末,
内用薬,センナ,
内用薬,センブリ末,
内用薬,センブリ,
内用薬,ソウジュツ末,
内用薬,ソウジュツ,
内用薬,ソウハクヒ,
内用薬,ソボク,
内用薬,ソヨウ,
内用薬,ダイオウ末,
内用薬,ダイオウ,
内用薬,タイソウ,
内用薬,ダイフクヒ,
内用薬,タクシャ末,
内用薬,タクシャ,
内用薬,チクジョ,
内用薬,トチモトのチクジョ,栃本天海堂
内用薬,チクセツニンジン末,
内用薬,チクセツニンジン,
内用薬,チモ,
内用薬,ウチダのチモＭ,ウチダ和漢薬
内用薬,チョウジ末,
内用薬,チョウジ,
内用薬,チョウトウコウ,
内用薬,チョレイ,
内用薬,チンピ,
内用薬,テンナンショウ,
内用薬,トチモトのテンナンショウ,栃本天海堂
内用薬,テンマ末,
内用薬,高砂テンマ末Ｍ,高砂薬業
内用薬,花扇テンマ末Ｋ,小西製薬
内用薬,テンマ,
内用薬,ウチダのテンマＭ,ウチダ和漢薬
内用薬,マツウラの天麻（調剤用）,松浦薬業
内用薬,花扇テンマ,小西製薬
内用薬,ツムラの生薬テンマ,ツムラ
内用薬,テンモンドウ,
内用薬,トウガシ,
内用薬,ウチダのトウガシＭ,ウチダ和漢薬
内用薬,トウガラシ末,
内用薬,トウガラシ,
内用薬,トウキ末,
内用薬,トウキ,
内用薬,ウチダのトウキＭ,ウチダ和漢薬
内用薬,花扇トウキＫ,小西製薬
内用薬,トウキダイコーＭ,大晃生薬
内用薬,小島当帰Ｍ,小島漢方
内用薬,ツムラの生薬トウキ,ツムラ
内用薬,トチモトのトウキ,栃本天海堂
内用薬,トウドクカツ,
内用薬,トウニン,
内用薬,トウヒ末,
内用薬,トウヒ,
内用薬,ドクカツ,
内用薬,ウチダのドクカツＭ,ウチダ和漢薬
内用薬,ツムラの生薬ドクカツ,ツムラ
内用薬,トコン末,
内用薬,トコン,
内用薬,ドベッコウ,
内用薬,トラガント末,
内用薬,トラガント,
内用薬,ナンテンジツ,
内用薬,ニガキ末,
内用薬,ニガキ,
内用薬,ニクズク,
内用薬,ニンジン,
内用薬,ニンドウ,
内用薬,トチモトのニンドウ,栃本天海堂
内用薬,バイモ,
内用薬,バクモンドウ,
内用薬,ハッカ,
内用薬,ハマボウフウ,
内用薬,ハンゲ,
内用薬,ヒシノミ,
内用薬,ビャクゴウ,
内用薬,トチモトのビャクゴウ,栃本天海堂
内用薬,ビャクシ,
内用薬,ビャクジュツ末,
内用薬,ビャクジュツ,
内用薬,ウチダのビャクジュツＭ,ウチダ和漢薬
内用薬,花扇ビャクジュツＫ,小西製薬
内用薬,ビワヨウ,
内用薬,トチモトのビワヨウ,栃本天海堂
内用薬,ビンロウジ末,
内用薬,ビンロウジ,
内用薬,ブクリョウ末,
内用薬,ブクリョウ,
内用薬,ウチダの附子,ウチダ和漢薬
内用薬,ボウイ,
内用薬,ボウコン,
内用薬,ボウフウ,
内用薬,ウチダの炮附子,ウチダ和漢薬
内用薬,トチモトのホウブシ,栃本天海堂
内用薬,花扇加工ブシＫ,小西製薬
内用薬,ボクソク,
内用薬,ボタンピ末,
内用薬,ボタンピ,
内用薬,ボレイ末,
内用薬,ボレイ,
内用薬,マオウ,
内用薬,マシニン,
内用薬,トチモトのマシニン,栃本天海堂
内用薬,マンケイシ,
内用薬,トチモトのマンケイシ,栃本天海堂
内用薬,モクツウ,
内用薬,モッカ,
内用薬,モッコウ,
内用薬,モッコウ末,
内用薬,ヤクチ,
内用薬,ウチダのヤクチＭ,ウチダ和漢薬
内用薬,高砂ヤクチＭ,高砂薬業
内用薬,トチモトのヤクチ,栃本天海堂
内用薬,ヤクモソウ,
内用薬,ヨウバイヒ末,
内用薬,ヨウバイヒ,
内用薬,ヨクイニン末,
内用薬,ヨクイニン,
内用薬,リュウガンニク,
内用薬,トチモトのリュウガンニク,栃本天海堂
内用薬,リュウコツ,
内用薬,リュウタン末,
内用薬,リュウタン,
内用薬,リョウキョウ,
内用薬,レンギョウ,
内用薬,レンニク,
内用薬,ロートコン,
内用薬,ワキョウカツ,
内用薬,ワコウホン,
内用薬,トチュウ,
内用薬,トチモトのトチュウ,栃本天海堂
内用薬,バクガ,
内用薬,チャヨウ,
内用薬,ゴマ,
内用薬,コウイ,
内用薬,コタロー安中散エキス細粒,小太郎漢方製薬
内用薬,〔東洋〕安中散料エキス細粒,東洋薬行
内用薬,クラシエ安中散料エキス細粒,クラシエ製薬
内用薬,オースギ安中散料エキスＧ,大杉製薬
内用薬,ＪＰＳ安中散料エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,ツムラ安中散エキス顆粒（医療用）,ツムラ
内用薬,テイコク安中散エキス顆粒,帝國漢方製薬
内用薬,本草安中散料エキス顆粒－Ｍ,本草製薬
内用薬,オースギ安中散料エキスＴ錠,高砂薬業
内用薬,コタロー安中散エキスカプセル,小太郎漢方製薬
内用薬,ツムラ胃苓湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー茵ちん蒿湯エキス細粒,小太郎漢方製薬
内用薬,クラシエ茵ちん蒿湯エキス細粒,クラシエ製薬
内用薬,オースギ茵ちん蒿湯エキスＧ,大杉製薬
内用薬,ツムラ茵ちん蒿湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク茵ちん蒿湯エキス顆粒,帝國漢方製薬
内用薬,コタロー茵ちん蒿湯エキスカプセル,小太郎漢方製薬
内用薬,ツムラ茵ちん五苓散エキス顆粒（医療用）,ツムラ
内用薬,コタロー温経湯エキス細粒,小太郎漢方製薬
内用薬,ツムラ温経湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー温清飲エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ温清飲ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕温清飲エキス細粒,東洋薬行
内用薬,クラシエ温清飲エキス細粒,大峰堂薬品工業
内用薬,オースギ温清飲エキスＧ,大杉製薬
内用薬,ツムラ温清飲エキス顆粒（医療用）,ツムラ
内用薬,テイコク温清飲エキス顆粒,帝國漢方製薬
内用薬,本草温清飲エキス顆粒－Ｍ,本草製薬
内用薬,コタロー越婢加朮湯エキス細粒,小太郎漢方製薬
内用薬,ＪＰＳ越婢加朮湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,ツムラ越婢加朮湯エキス顆粒（医療用）,ツムラ
内用薬,〔東洋〕黄耆建中湯エキス細粒,東洋薬行
内用薬,ツムラ黄耆建中湯エキス顆粒（医療用）,ツムラ
内用薬,三和黄ごん湯エキス細粒,三和生薬
内用薬,コタロー黄連湯エキス細粒,小太郎漢方製薬
内用薬,〔東洋〕黄連湯エキス細粒,東洋薬行
内用薬,太虎堂の黄連湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ黄連湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー黄連解毒湯エキス細粒,小太郎漢方製薬
内用薬,三和黄連解毒湯エキス細粒,三和生薬
内用薬,ジュンコウ黄連解毒湯ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕黄連解毒湯エキス細粒,東洋薬行
内用薬,クラシエ黄連解毒湯エキス細粒,クラシエ製薬
内用薬,オースギ黄連解毒湯エキスＧ,大杉製薬
内用薬,ＪＰＳ黄連解毒湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の黄連解毒湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ黄連解毒湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク黄連解毒湯エキス顆粒,帝國漢方製薬
内用薬,本草黄連解毒湯エキス顆粒－Ｍ,本草製薬
内用薬,オースギ黄連解毒湯エキスＴ錠,大杉製薬
内用薬,クラシエ黄連解毒湯エキス錠,大峰堂薬品工業
内用薬,コタロー黄連解毒湯エキスカプセル,小太郎漢方製薬
内用薬,コタロー乙字湯エキス細粒,小太郎漢方製薬
内用薬,三和乙字湯エキス細粒,三和生薬
内用薬,ジュンコウ乙字湯ＦＣエキス細粒医療用,康和薬通
内用薬,クラシエ乙字湯エキス細粒,クラシエ製薬
内用薬,オースギ乙字湯エキスＧ,大杉製薬
内用薬,ＪＰＳ乙字湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の乙字湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ乙字湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク乙字湯エキス顆粒,帝國漢方製薬
内用薬,本草乙字湯エキス顆粒－Ｍ,本草製薬
内用薬,コタロー葛根湯エキス細粒,小太郎漢方製薬
内用薬,三和葛根湯エキス細粒,三和生薬
内用薬,ジュンコウ葛根湯ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕葛根湯エキス細粒,東洋薬行
内用薬,クラシエ葛根湯エキス細粒,クラシエ製薬
内用薬,オースギ葛根湯エキスＧ,大杉製薬
内用薬,ＪＰＳ葛根湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の葛根湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ葛根湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク葛根湯エキス顆粒,帝國漢方製薬
内用薬,本草葛根湯エキス顆粒－Ｍ,本草製薬
内用薬,マツウラ葛根湯エキス顆粒,松浦薬業
内用薬,オースギ葛根湯エキスＴ錠,大杉製薬
内用薬,クラシエ葛根湯エキス錠Ｔ,大峰堂薬品工業
内用薬,三和葛根加朮附湯エキス細粒,三和生薬
内用薬,コタロー葛根湯加辛夷川きゅうエキス細粒,小太郎漢方製薬
内用薬,〔東洋〕葛根湯加川きゅう辛夷エキス細粒,東洋薬行
内用薬,クラシエ葛根湯加川きゅう辛夷エキス細粒,クラシエ製薬
内用薬,オースギ葛根湯加川きゅう辛夷エキスＧ,大杉製薬
内用薬,ＪＰＳ葛根湯加川きゅう辛夷エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,ツムラ葛根湯加川きゅう辛夷エキス顆粒（医療用）,ツムラ
内用薬,テイコク葛根湯加川きゅう辛夷エキス顆粒,帝國漢方製薬
内用薬,本草葛根湯加川きゅう辛夷エキス顆粒－Ｍ,本草製薬
内用薬,クラシエ葛根湯加川きゅう辛夷エキス錠,大峰堂薬品工業
内用薬,〔東洋〕加味帰脾湯エキス細粒,東洋薬行
内用薬,クラシエ加味帰脾湯エキス細粒,クラシエ製薬
内用薬,オースギ加味帰脾湯エキスＧ,大杉製薬
内用薬,太虎堂の加味帰脾湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ加味帰脾湯エキス顆粒（医療用）,ツムラ
内用薬,クラシエ加味帰脾湯エキス錠,大峰堂薬品工業
内用薬,太虎堂の加味逍遙散エキス散,太虎精堂製薬
内用薬,コタロー加味逍遙散エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ加味逍遙散ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕加味逍遙散エキス細粒,東洋薬行
内用薬,クラシエ加味逍遙散料エキス細粒,クラシエ製薬
内用薬,オースギ加味逍遙散エキスＧ,大杉製薬
内用薬,ＪＰＳ加味逍遙散料エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の加味逍遙散エキス顆粒,太虎精堂製薬
内用薬,ツムラ加味逍遙散エキス顆粒（医療用）,ツムラ
内用薬,テイコク加味逍遙散エキス顆粒,帝國漢方製薬
内用薬,本草加味逍遙散エキス顆粒－Ｍ,本草製薬
内用薬,マツウラ加味逍遙散エキス顆粒,松浦薬業
内用薬,クラシエ甘草湯エキス細粒,クラシエ製薬
内用薬,コタロー甘麦大棗湯エキス細粒,小太郎漢方製薬
内用薬,オースギ甘麦大棗湯エキスＴＧ,大杉製薬
内用薬,ツムラ甘麦大棗湯エキス顆粒（医療用）,ツムラ
内用薬,ツムラ桔梗湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー桔梗石膏エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ帰脾湯ＦＣエキス細粒医療用,康和薬通
内用薬,ツムラ帰脾湯エキス顆粒（医療用）,ツムラ
内用薬,コタローきゅう帰膠艾湯エキス細粒,小太郎漢方製薬
内用薬,ジュンコウきゅう帰膠艾湯ＦＣエキス細粒医療用,康和薬通
内用薬,ツムラきゅう帰膠艾湯エキス顆粒（医療用）,ツムラ
内用薬,太虎堂のきゅう帰調血飲エキス顆粒,太虎精堂製薬
内用薬,ツムラ牛車腎気丸エキス顆粒（医療用）,ツムラ
内用薬,コタロー九味檳榔湯エキス細粒,小太郎漢方製薬
内用薬,オースギ荊芥連翹湯エキスＧ,大杉製薬
内用薬,太虎堂の荊芥連翹湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ荊芥連翹湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク荊芥連翹湯エキス顆粒,帝國漢方製薬
内用薬,コタロー桂枝湯エキス細粒,小太郎漢方製薬
内用薬,オースギ桂枝湯エキスＧ,大杉製薬
内用薬,ＪＰＳ桂枝湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,ツムラ桂枝湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク桂枝湯エキス顆粒,帝國漢方製薬
内用薬,本草桂枝湯エキス顆粒－Ｓ,本草製薬
内用薬,〔東洋〕桂枝加黄耆湯エキス細粒,東洋薬行
内用薬,〔東洋〕桂枝加葛根湯エキス細粒,東洋薬行
内用薬,〔東洋〕桂枝加厚朴杏仁湯エキス細粒,東洋薬行
内用薬,コタロー桂枝加芍薬湯エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ桂枝加芍薬湯ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕桂枝加芍薬湯エキス細粒,東洋薬行
内用薬,クラシエ桂枝加芍薬湯エキス細粒,クラシエ製薬
内用薬,オースギ桂枝加芍薬湯エキスＧ,大杉製薬
内用薬,ツムラ桂枝加芍薬湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク桂枝加芍薬湯エキス顆粒,帝國漢方製薬
内用薬,本草桂枝加芍薬湯エキス顆粒－Ｍ,本草製薬
内用薬,クラシエ桂枝加芍薬湯エキス錠,大峰堂薬品工業
内用薬,ツムラ桂枝加芍薬大黄湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー桂枝加朮附湯エキス細粒,小太郎漢方製薬
内用薬,三和桂枝加朮附湯エキス細粒,三和生薬
内用薬,ＪＰＳ桂枝加朮附湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,ツムラ桂枝加朮附湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク桂枝加朮附湯エキス顆粒,帝國漢方製薬
内用薬,コタロー桂枝加竜骨牡蛎湯エキス細粒,小太郎漢方製薬
内用薬,クラシエ桂枝加竜骨牡蛎湯エキス細粒,クラシエ製薬
内用薬,オースギ桂枝加竜骨牡蛎湯エキスＧ,大杉製薬
内用薬,ツムラ桂枝加竜骨牡蛎湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク桂枝加竜骨牡蛎湯エキス顆粒,帝國漢方製薬
内用薬,クラシエ桂枝加苓朮附湯エキス細粒,クラシエ製薬
内用薬,オースギ桂枝加苓朮附湯エキスＧ,大杉製薬
内用薬,クラシエ桂枝加苓朮附湯エキス錠,大峰堂薬品工業
内用薬,クラシエ桂枝人参湯エキス細粒,クラシエ製薬
内用薬,ツムラ桂枝人参湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー桂枝茯苓丸料エキス細粒,小太郎漢方製薬
内用薬,三和桂枝茯苓丸料エキス細粒,三和生薬
内用薬,ジュンコウ桂枝茯苓丸料ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕桂枝茯苓丸料エキス細粒,東洋薬行
内用薬,クラシエ桂枝茯苓丸料エキス細粒,クラシエ製薬
内用薬,オースギ桂枝茯苓丸料エキスＧ,大杉製薬
内用薬,ＪＰＳ桂枝茯苓丸料エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の桂枝茯苓丸料エキス顆粒,太虎精堂製薬
内用薬,ツムラ桂枝茯苓丸エキス顆粒（医療用）,ツムラ
内用薬,テイコク桂枝茯苓丸料エキス顆粒,帝國漢方製薬
内用薬,本草桂枝茯苓丸料エキス顆粒－Ｍ,本草製薬
内用薬,マツウラ桂枝茯苓丸料エキス顆粒,松浦薬業
内用薬,クラシエ桂枝茯苓丸料エキス錠,大峰堂薬品工業
内用薬,ツムラ桂枝茯苓丸加よく苡仁エキス顆粒（医療用）,ツムラ
内用薬,三和桂芍知母湯エキス細粒,三和生薬
内用薬,〔東洋〕啓脾湯エキス細粒,東洋薬行
内用薬,ツムラ啓脾湯エキス顆粒（医療用）,ツムラ
内用薬,〔東洋〕桂麻各半湯エキス細粒,東洋薬行
内用薬,コタロー香蘇散エキス細粒,小太郎漢方製薬
内用薬,ツムラ香蘇散エキス顆粒（医療用）,ツムラ
内用薬,テイコク香蘇散エキス顆粒,帝國漢方製薬
内用薬,クラシエ五虎湯エキス細粒,クラシエ製薬
内用薬,ツムラ五虎湯エキス顆粒（医療用）,ツムラ
内用薬,オースギ五虎湯エキス錠,大杉製薬
内用薬,コタロー五積散エキス細粒,小太郎漢方製薬
内用薬,ツムラ五積散エキス顆粒（医療用）,ツムラ
内用薬,テイコク五積散エキス顆粒,帝國漢方製薬
内用薬,コタロー呉茱萸湯エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ呉茱萸湯ＦＣエキス細粒医療用,康和薬通
内用薬,太虎堂の呉茱萸湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ呉茱萸湯エキス顆粒（医療用）,ツムラ
内用薬,〔東洋〕五淋散エキス細粒,東洋薬行
内用薬,ツムラ五淋散エキス顆粒（医療用）,ツムラ
内用薬,本草五苓散顆粒－Ｒ,本草製薬
内用薬,コタロー五苓散料エキス細粒,小太郎漢方製薬
内用薬,三和五苓散料エキス細粒,三和生薬
内用薬,ジュンコウ五苓散料ＦＣエキス細粒医療用,康和薬通
内用薬,〔東洋〕五苓散料エキス細粒,東洋薬行
内用薬,クラシエ五苓散料エキス細粒,クラシエ製薬
内用薬,ＪＰＳ五苓散料エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の五苓散料エキス顆粒,太虎精堂製薬
内用薬,ツムラ五苓散エキス顆粒（医療用）,ツムラ
内用薬,テイコク五苓散エキス顆粒,帝國漢方製薬
内用薬,マツウラ五苓散料エキス顆粒,松浦薬業
内用薬,クラシエ五苓散料エキス錠,大峰堂薬品工業
内用薬,コタロー柴陥湯エキス細粒,小太郎漢方製薬
内用薬,太虎堂の柴陥湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ柴陥湯エキス顆粒（医療用）,ツムラ
内用薬,コタロー柴胡加竜骨牡蛎湯エキス細粒,小太郎漢方製薬
内用薬,ジュンコウ柴胡加龍骨牡蠣湯ＦＣエキス細粒医療用,康和薬通
内用薬,クラシエ柴胡加竜骨牡蛎湯エキス細粒,クラシエ製薬
内用薬,オースギ柴胡加竜骨牡蛎湯エキスＧ,大杉製薬
内用薬,ＪＰＳ柴胡加竜骨牡蛎湯エキス顆粒〔調剤用〕,ジェーピーエス製薬
内用薬,太虎堂の柴胡加竜骨牡蛎湯エキス顆粒,太虎精堂製薬
内用薬,ツムラ柴胡加竜骨牡蛎湯エキス顆粒（医療用）,ツムラ
内用薬,テイコク柴胡加竜骨牡蛎湯エキス顆粒,帝國漢方製薬
内用薬,本草柴胡加竜骨牡蛎湯エキス顆粒－Ｍ,本草製薬
内用薬,クラシエ柴胡加竜骨牡蛎湯エキス錠,大峰堂薬品工業
